post,label
"Offer from Dunzo: get 10% OFF on your 4 orders! Get groceries, fruits, veggies, & meat delivered home in <45 mins. Click: http://bit.ly/DunzoApp",spam
"Gasolina & more are now on the Wynk Music App. Don't miss out on ad-free HD music with over 24 million songs, unlimited hellotunes, and downloads with your Wynk Premium Subscription. Download today: open.wynk.in/Inactive",spam
LAST DAY Rs.250 credited as unconditional FREE UNLIMITED Cash Points in your account to shop at UNLIMITED Fashion Store. Hurry ! TnC,spam
Happy Diwali! Hope you have a joyful and prosperous year ahead.,not_spam
URGENT: Your SBI account will be suspended. Log in now at https://scamoffers.net,spam
Exclusive deal on your mobile recharge. Visit https://scamoffers.net now!,spam
All the best for your GATE exam tomorrow!,not_spam
I will definitely inform earlier,not_spam
Limited period offer: Get up to 54% cashback on Paytm.,spam
"Hello Vi customer Unlock your coupon now! Exclusive deals and offers available only for Vi customers, to explore more simply click https://viapp.onelink.me/bSC3/efc3d0ba",spam
"Hello Vi customer! Visit Vi reward store to claim your vouchers choose from zomato, myntra, cult.fit & more only for Vi customers, to explore simply click https://viapp.onelink.me/bSC3/efc3d0ba",spam
Let’s catch up this weekend at CP?,not_spam
Meeting with HR has been shifted to 10:30 AM. Please check.,not_spam
And now I have a more important mission to do,not_spam
"Don't miss out on FREE rewards on your next recharge. Download Airtel Thanks App to avail amazing rewards. To download, click i.airtel.in/Download_Thanks",spam
Earn ₹741/day from home! No experience needed!,spam
Will join in 5 mins,not_spam
Meeting with HR has been shifted to 2:15 PM. Please check.,not_spam
Exclusive deal on your mobile recharge. Visit https://fraud-link.com now!,spam
Exclusive deal on your mobile recharge. Visit https://scamoffers.net now!,spam
Lenskart Online Mega Sale: Buy1Get1 FREE + Upto 40% Off on Eye & Sunglasses! Fresh Stocks Added.TnC Shop lskt.me/MegaSale Call 1800111111 Chat lskt.me/Helpme,spam
Exclusive deal on your mobile recharge. Visit http://promo.clicknow now!,spam
Your Swiggy order is on the way. Tracking ID: 5979956135.,not_spam
Buy1 Get1 FREE with Lenskart Gold Membership +50% Cashback till 28Feb! Explore Spring'21 Collection in Statement Styles & Colors!TnC lskt.me/Spring 1800111111,spam
Happy new year all,not_spam
Grab your favs before they are gone! Get Upto 60% Off on Watches & more at the Shoppers Stop Sale Click bit.ly/SS_Wch to shop now or walk into our store + get offers on First Citizen Citi credit card & HDFC Bank Cards Click bit.ly/SSEssTC for details. T&C,spam
Exclusive deal on your mobile recharge. Visit http://promo.clicknow now!,spam
Please check the WhatsApp group for the latest college fest update.,not_spam
"Hey, are we still going to the chai spot near college today?",not_spam
"The S&P 500 Index rose by 0.38% to 5,455.21 points. The Nasdaq Technology Index increased by 0.03% to 17,192.60 points. The Dow Jones Industrial Average climbed by 0.61% to 40,008.39 points. Other major stocks had mixed performances",not_spam
Hi Team,not_spam
Exclusive deal on your mobile recharge. Visit http://promo.clicknow now!,spam
"Bid goodbye to recharge hassles & daily data limits! Switch to Airtel postpaid to enjoy 75 GB data/month, 22+ OTTs & more @ Rs. 499. Click https://i.airtel.in/Pre2Post",spam
My system can support for 3 hrs,not_spam
International Market Overview,not_spam
Hope it rises sooner,not_spam
Conservative Entry,not_spam
Have you tried Dunzo Daily yet? Enjoy up to 50% OFF on a wide range of groceries with FREE delivery in 19 min. T&C apply. https://dunzo.onelink.me/jWqC/home,spam
"Top Brands, Pure, Hygienic Milk at best prices available in SMART Point Store,Nandini Tnd Milk500ml Rs18.50,Heritage Tnd Milk500ml Rs 21,Click bit.ly/2T3zdWw TC",spam
????????????????????????,not_spam
Don't click on suspicious link or download App that promises fake part/full time jobs.,spam
Looking forward to your sharing,not_spam
Merry Christmas to all,not_spam
Hi! Watch your favourite shows via Live TV on Vi App simply click to download https://bit.ly/myvi-app,spam
The US futures market is also showing mixed performance,not_spam
Can you send the class notes from today’s lecture?,not_spam
"Eid Mubarak! Stay home, stay safe & enjoy blockbuster movies, live TV shows, news, web-series all on Vi Movies & TV app! Just click bit.ly/Vi-moviess",spam
"Many people donÃ¢ÂÂt understand the current market, especially when they see their accounts turn red, they have already lost confidence.",not_spam
"Hey, are we still going to the chai spot near college today?",not_spam
Me and ram reddy,not_spam
""" This concludes tonight's review and analysis. Since Professor Anand Selvakesari is still attending a meeting, I will continue with the course tonight. We will be discussing the Fibonacci retracement line, a widely used trading indicator in stock market analysis. This indicator can help us identify the best buying opportunities when stock prices retrace.""",not_spam
Call me pls.. i m not able to reach you,not_spam
Pre-approved for a ₹857 loan. Apply instantly!,spam
Exclusive deal on your mobile recharge. Visit https://fraud-link.com now!,spam
Good morning sir,not_spam
Limited period offer: Get up to 31% cashback on Paytm.,spam
URGENT: Your SBI account will be suspended. Log in now at https://fraud-link.com,spam
"Get Personal Loan in just 5 mins, no paperwork needed. It is secure, quick and hassle-free. Loan limit: upto Rs. 50,000/-. Apply now http://qz6.in/eFBQnY nc",spam
"Thank you for being a valued STYLE UNION customer. Hope you are happy with your purchase. To view your E-Receipt, Click http://bl1.in/DRcphrbvaa STYLUN",spam
Earn ₹683/day from home! No experience needed!,spam
Please check the WhatsApp group for the latest college fest update.,not_spam
Here,not_spam
Exclusive deal on your mobile recharge. Visit http://promo.clicknow now!,spam
What about the assesment,not_spam
Can you send the class notes from today’s lecture?,not_spam
Reminder: Your LIC premium payment is due tomorrow at 2:15 PM.,not_spam
????????,not_spam
Rs.250 credited as FREE UNLIMITED Cash Points in your account to shop at UNLIMITED Fashion Store. Valid till 29th Aug 2021. TnC,spam
Pre-approved for a ₹221 loan. Apply instantly!,spam
All the best for your GATE exam tomorrow!,not_spam
Hey Imtiyaz need any help ?,not_spam
Final notice: Pay your phone bill to avoid service disruption.,spam
Congratulations! You've won a ticket. Click here to claim: https://scamoffers.net,spam
Final notice: Pay your electricity bill to avoid service disruption.,spam
Earn ₹259/day from home! No experience needed!,spam
Meeting with HR has been shifted to 10:30 AM. Please check.,not_spam
"Hurry! Recharge Jio no 9019695140 with Rs.349 plan today on Google Pay. Enjoy 2GB/day & Unlimited 5G Data, Unlimited Voice with 28 Days validity. T&CA. https://gpay.app.goo.gl/iKubSd",spam
"FLAT 50% OFF on International Brands @ Lifestyle's Biggest Sale! Exciting offers on top brands Menswear - Levi's, Benetton, Pepe Jeans, Van Heusen, Jack & Jones Footwear - Skechers, Puma, US POLO, Adidas Watches & Perfumes - Titan, Fossil, Boss, Tommy Hilfiger & more. T&C. Shop Now - bit.ly/4eyeOjQ",spam
"Congrats 99467696XX, Rs.5500 in Your Rummy Account Register For FREE Use Code: SPECIAL5500 Play Rummy & Win Cash rp17.in/G31B5-250DFA923",spam
"Rs299 recharged! Enjoy Unlimited Calls+4GB/Day+100SMS/Day. Valid for 28 Days.Your 1 yr ZEE5 Premium subscription credited! To activate, click bit.ly/ViZee5Offer",spam
"Style, redefined-with Galaxy wearables! Use Code: GALAXYWEAR and get exclusive offers on Galaxy Watches and Galaxy Buds. TnC. rml.fm/wo68qaaa - Samsung",spam
Set your favourite songs as your ringtone for just Rs10! Click here to buy now! open.wynk.in/ringtones4,spam
"The E2E I bought at the opening has now gone up, thanks Ã°ÂÂÂ",not_spam
URGENT: Your SBI account will be suspended. Log in now at http://bit.ly/winner,spam
""" In summary, technical analysis uses historical price and volume data to identify patterns and trends that occurred in the past and uses this information to make predictions about future price movements. If you are a human being capable of independent thinking, rather than an artificial intelligence, I believe you understand the concepts of greed and fear. You must also understand that history repeats itself in many ways. Therefore, the only concept left to clarify is what do we mean by trend?""",not_spam
"Data Alert! 7.23MB left on Data pack, post which std. charges apply or lower speeds as per plan. Click bit.ly/ViDataRC or dial *121# to buy a Data pack.",spam
The RPTECH recommended by the professor earlier has also gone up,not_spam
Hi team It is observed there are no updates made on inprogress tickets during sat n sun,not_spam
Pre-approved for a ₹923 loan. Apply instantly!,spam
Exclusive deal on your mobile recharge. Visit https://scamoffers.net now!,spam
Exclusive deal on your mobile recharge. Visit https://scamoffers.net now!,spam
The market conditions weren't great so any profit is already good,not_spam
Limited period offer: Get up to 24% cashback on Paytm.,spam
Happy Diwali! Hope you have a joyful and prosperous year ahead.,not_spam
"Hi Vi customer, A click makes your life so easy! View balance, make payment & do much more using Vi WhatsApp. Click wa.me/919654297000?text=balance.",spam
??,not_spam
"1GB FREE DATA for data lovers like you! To avail the offer, visit Airtel Thanks App, TnC Apply i.airtel.in/FreeData1GB",spam
Congratulations! You've won a ticket. Click here to claim: http://promo.clicknow,spam
"Hey, are we still going to the chai spot near college today?",not_spam
Final notice: Pay your phone bill to avoid service disruption.,spam
Happy Diwali! Hope you have a joyful and prosperous year ahead.,not_spam
Meeting with HR has been shifted to 2:15 PM. Please check.,not_spam
Lowest rates on credit cards. No PAN required. Apply now!,spam
"Hello! We are now on Whatsapp! For Best Offers, recharges, services & more, simply click wa.me/919654297000?text=balance",spam
https,not_spam
Act now! Flipkart Big Sale ends soon. Shop here: http://bit.ly/winner,spam
Yes...,not_spam
Congratulations! You've won a passport. Click here to claim: http://promo.clicknow,spam
Hello! Bigg Boss OTT 2 ka winner kaun hoga? Dekhiye Grand Finale FREE mein only on JioCinema with Salman Khan http://1kx.in/XGtHmE0Qv2d,spam
FLAT Rs20 CASHBACK for smart savers like you! Available on first 3 UPI transactions only on Airtel Thanks App. Click i.airtel.in/get_Rs20,spam
"Binge all night on Vi, without limits. Surf, Stream, Share non-stop from 12am to 6am, within the same pack at NO extra cost! Dial *199# or click bit.ly/GetViApp",spam
Your Swiggy order is on the way. Tracking ID: 1009156406.,not_spam
"Bigg Boss is Back! Watch anytime, anywhere on Vi Movies&TV App at NO EXTRA COST on Unlimited 249 or more Daily Data recharges! Click to download bit.ly/ViTVBB",spam
Win a ticket worth ₹515! Take part in our contest: http://bit.ly/winner,spam
Happy Diwali! Hope you have a joyful and prosperous year ahead.,not_spam
Fibonacci is a technical indicatorÃ°ÂÂ¤Â,not_spam
Trump has consistently shown a lack of respect for the Federal Reserve's independence,not_spam
URGENT: Your SBI account will be suspended. Log in now at http://bit.ly/winner,spam
I hope the professor continues to recommend such strong stocks,not_spam
Lockdown in Kerala from May 8th - Get all LIVE news from the safety of your home with Manorama News on Vi Movies & TV app. Click bit.ly/Vi-newsm2,spam
Joined,not_spam
Ty,not_spam
KITE Victers - Study from home with this educational channel on Vi Movies & TV app. Click now - bit.ly/Vi-kite1,spam
Final notice: Pay your electricity bill to avoid service disruption.,spam
I will be back online,not_spam
"Exclusive offer for you! 1) 30 Day free with Airtel Xstream Fiber 2) 350+ channels 3) 16+ OTTs including Netflix, Amazon Prime & Disney+ Hotstar Click u.airtel.in/unlimiteddata11",spam
Let’s catch up this weekend at CP?,not_spam
They tried to reach our did but didnt get any answer from our team,not_spam
Win a jacket worth ₹338! Take part in our contest: http://bit.ly/winner,spam
"Watch exciting T20 matches everyday, LIVE on Disney+ Hotstar. Get 1 year Disney+ Hotstar mobile subscription with Vi''s 501 / 701 / 901 recharges. For details, click bit.ly/ViHotstar12",spam
Acknowledges the risks but is unwilling to bring forward the timing of rate cuts,not_spam
Act now! Flipkart Big Sale ends soon. Shop here: http://bit.ly/winner,spam
This technical indicator is really useful. May I ask if the chart above is based on the hourly or daily time frameÃ¯Â¼Â,not_spam
All the best for your GATE exam tomorrow!,not_spam
Act now! Flipkart Big Sale ends soon. Shop here: https://fraud-link.com,spam
"Your holiday packing is missing a few critical things!! No vacay can be complete if you are not CLICK READY...so before you leave, head to a Pantaloons store to ""WEAR YOUR HOLIDAY"" Shop for Rs 3000 & you could be headed to BALI + get assured vouchers worth Rs 3000. For details, click tltx.in/sfKEV",spam
